; BGConv 使用的 WordConv.txt 檔案
; 維護者: Kii Ali <kiiali@cpatch.org>
; 表格語言: BIG5 / GB2312
L BIG5
D 欺蒙
S 矇矇
D 蒙蒙
S 瞳矇
D 瞳蒙
S 濛濛
D 蒙蒙
S 迷濛
D 迷蒙
S 空濛
D 空蒙
S 濛鴻
D 蒙鴻
S 濛霧
D 蒙霧
; 琱 鵰 彫 雕 -> 雕   玉琱 大鵰 彫弓 雕刻      (臺灣) 
;                     玉雕 大雕 雕弓 雕刻      (大陸)
S 大鵰
D 大雕
S 雙鵰
D 雙雕
; 採 采 寀 埰 -> 采   採集 采風 寀 埰        (臺灣) 
;                     采集 采風 采 采        (大陸)
S 採下
D 采下
S 採用
D 采用
S 採石
D 采石
S 採伐
D 采伐
S 採光
D 采光
S 採取
D 采取
S 採信
D 采信
S 採料
D 采料
S 採桑
D 采桑
S 採納
D 采納
S 採茶
D 采茶
S 採掘
D 采掘
S 採訪
D 采訪
S 採買
D 采買
S 採集
D 采集
S 採摘
D 采摘
S 採辦
D 采辦
S 採薪
D 采薪
S 採購
D 采購
S 採點
D 采點
S 採擷
D 采擷
S 採礦
D 采礦
S 編採
D 編采
S 減採
D 減采
S 摭採
D 摭采
S 開採
D 開采
; 洼 窐 窪 漥 -> 洼   洼 窐 窪 窪地 (臺灣)
;                     洼 洼 洼 窪地 (大陸)
S 窪地
D 洼地
;■3.三對一繁轉簡
;
; 1)三個繁體字在簡體系統裡面，對應到同一簡體字。
; 復 複 复 -> 复  復興 複習 複製 (臺灣) 复興 复習 复製   (大陸)
S 復工
D 复工
S 復仇
D 复仇
S 復元
D 复元
S 復出
D 复出
S 復刊
D 复刊
S 復古
D 复古
S 復旦
D 复旦
S 復合
D 复合
S 復次
D 复次
S 復位
D 复位
S 復和
D 复和
S 復明
D 复明
S 復活
D 复活
S 復員
D 复員
S 復健
D 复健
S 復現
D 复現
S 復習
D 复習
S 復甦
D 复甦
S 復發
D 复發
S 復華
D 复華
S 復診
D 复診
S 復辟
D 复辟
S 復學
D 复學
S 復燃
D 复燃
S 復興
D 复興
S 復職
D 复職
S 復舊
D 复舊
S 復籍
D 复籍
S 復蘇
D 复蘇
S 復議
D 复議
S 修復
D 修复
S 報復
D 報复
S 錢復
D 錢复
S 光復
D 光复
S 平復
D 平复
S 回復
D 回复
S 匡復
D 匡复
S 收復
D 收复
S 反復
D 反复
S 答復
D 答复
S 灰復
D 灰复
S 克復
D 克复
S 剝復
D 剝复
S 恢復
D 恢复
S 康復
D 康复
S 日復一日
D 日复一日
S 年復一年
D 年复一年
S 亦復何言
D 亦复何言
S 農復會
D 農复會
S 文復會
D 文复會
S 聊復爾耳
D 聊复爾耳
S 繁複
D 繁复
S 反複
D 反复
S 重複
D 重复
S 複句
D 复句
S 複印
D 复印
S 複合
D 复合
S 複利
D 复利
S 複決
D 复決
S 複姓
D 复姓
S 複查
D 复查
S 複述
D 复述
S 複習
D 复習
S 複評
D 复評
S 複診
D 复診
S 複試
D 复試
S 複製
D 复制
S 複審
D 复審
S 複寫
D 复寫
S 複數
D 复數
S 複閱
D 复閱
S 複選
D 复選
S 複檢
D 复檢
S 複雜
D 复雜
; 繫 係 系 -> 系  連繫 關係 系統 (臺灣) 
;                 連系 關系 系統   (大陸)
S 繫上
D 系上
S 繫心
D 系心
S 繫世
D 系世
S 繫念
D 系念
S 繫於
D 系於
S 繫風捕影
D 系風捕影
S 繫懷
D 系懷
S 繫繩
D 系繩
S 繫辭
D 系辭
S 繫戀
D 系戀
S 繫纍
D 系纍
S 械繫
D 械系
S 匏繫
D 匏系
S 維繫
D 維系
S 連繫
D 連系
S 頌繫
D 頌系
S 聯繫
D 聯系
S 羈繫
D 羈系
S 係為
D 系為
S 係數
D 系數
S 關係
D 關系
S 疑係
D 疑系
S 唔係
D 唔系
S 乜係
D 乜系
S 干係
D 干系
;並 并 -> 并  合併 並肩 并   (臺灣) 合并 并肩 并     (大陸)
;並 并 -> 并  合併 並肩 并   (臺灣) 合并 并肩 并     (大陸)
S 併列
D 并列
S 併合
D 并合
S 併吞
D 并吞
S 併科
D 并科
S 併案
D 并案
S 併排
D 并排
S 併發
D 并發
S 併攏
D 并攏
S 歸併
D 歸并
S 吞併
D 吞并
S 一併
D 一并
S 合併
D 合并
S 裁併
D 裁并
S 火併
D 火并
S 購併
D 購并
S 兼併
D 兼并
S 並不
D 并不
S 並世
D 并世
S 並且
D 并且
S 並以
D 并以
S 並出
D 并出
S 並未
D 并未
S 並用
D 并用
S 並立
D 并立
S 並列
D 并列
S 並在
D 并在
S 並存
D 并存
S 並行
D 并行
S 並肩
D 并肩
S 並非
D 并非
S 並要
D 并要
S 並重
D 并重
S 並將
D 并將
S 並排
D 并排
S 並無
D 并無
S 並進
D 并進
S 並蒂
D 并蒂
S 並聯
D 并聯
S 並轡
D 并轡
S 比並
D 比并
; 汎 氾 泛 -> 泛  汎汎 氾濫 泛泛 (臺灣) 泛泛 泛濫 泛泛   (大陸)
; 汎 氾 泛 -> 泛  汎汎 氾濫 泛泛 (臺灣) 泛泛 泛濫 泛泛   (大陸)
S 汎美
D 泛美
S 氾濫
D 泛濫
; 儸 囉 羅 -> 羅  儸儸族 囉囉 羅 (臺灣) 羅羅族 羅羅 羅   (大陸)
; 儸 囉 羅 -> 羅  儸儸族 囉囉 羅 (臺灣) 羅羅族 羅羅 羅   (大陸)
S 囉唆
D 羅唆
S 囉嗦
D 羅嗦
S 囉嘍
D 羅嘍
; 陞 昇 升 -> 升  高陞 昇平 升格 (臺灣) 高升 升平 升格   (大陸)
; 陞 昇 升 -> 升  高陞 昇平 升格 (臺灣) 高升 升平 升格   (大陸)
S 陞官
D 升官
S 昇天
D 升天
S 昇平
D 升平
S 昇降
D 升降
S 昇華
D 升華
S 昇陽
D 升陽
; 崚 稜 棱 -> 棱  峰崚 稜線 棱   (臺灣) 峰棱 棱線 棱     (大陸)
; 崚 稜 棱 -> 棱  峰崚 稜線 棱   (臺灣) 峰棱 棱線 棱     (大陸)
S 峰崚
D 峰棱
S 稜角
D 棱角
S 稜線
D 棱線
S 稜鏡
D 棱鏡
; 柺 枴 拐 -> 拐  柺 枴杖 拐彎   (臺灣) 拐 拐杖 拐彎     (大陸)
; 柺 枴 拐 -> 拐  柺 枴杖 拐彎   (臺灣) 拐 拐杖 拐彎     (大陸)
; 譭 燬 毀 -> 毀  譭謗 焚燬 毀壞 (臺灣) 毀謗 焚毀 毀壞   (大陸)
; 譭 燬 毀 -> 毀  譭謗 焚燬 毀壞 (臺灣) 毀謗 焚毀 毀壞   (大陸)
S 譭謗
D 毀謗
S 焚燬
D 焚毀
S 燒燬
D 燒毀
; 囓 齧 嚙 -> 嚙  囓齒 齧齒動物  (臺灣) 嚙齒 嚙齒動物 嚙 (大陸)
; 囓 齧 嚙 -> 嚙  囓齒 齧齒動物  (臺灣) 嚙齒 嚙齒動物 嚙 (大陸)
S 囓齒
D 嚙齒
; 鑤 鉋 刨 -> 刨  鑤光 鉋刀 刨冰 (臺灣) 刨光 刨刀 刨冰   (大陸)
; 鑤 鉋 刨 -> 刨  鑤光 鉋刀 刨冰 (臺灣) 刨光 刨刀 刨冰   (大陸)
S 鉋刀
D 刨刀
; 甦 囌 蘇 -> 蘇  甦醒 囌 蘇州   (臺灣) 蘇醒 蘇 蘇州     (大陸)
; 甦 囌 蘇 -> 蘇  甦醒 囌 蘇州   (臺灣) 蘇醒 蘇 蘇州     (大陸)
S 甦醒
D 蘇醒
S 嚕囌
D 嚕蘇
S 復甦
D 复蘇
; 醼 讌 燕 -> 燕  飲醼 談讌 燕子 (臺灣) 飲燕 談燕 燕子   (大陸) 
; 醼 讌 燕 -> 燕  飲醼 談讌 燕子 (臺灣) 飲燕 談燕 燕子   (大陸) 
S 飲醼
D 飲燕
S 談讌
D 談燕
; 粄 闆 板 -> 板  粄條 老闆 木板 (臺灣) 板條 老板 木板   (大陸)
; 粄 闆 板 -> 板  粄條 老闆 木板 (臺灣) 板條 老板 木板   (大陸)
S 粄條
D 板條
S 老闆
D 老板
; 衚 鬍 胡 -> 胡  衚衕 鬍鬚 胡適 (臺灣) 胡同 胡須 胡适   (大陸)
; 衚 鬍 胡 -> 胡  衚衕 鬍鬚 胡適 (臺灣) 胡同 胡須 胡适   (大陸)
S 鬍子
D 胡子
S 鬍鬚
D 胡須
; 祇 隻 只 -> 只  祇有 一隻 一只 (臺灣) 只有 一只 一只   (大陸)
; 祇 隻 只 -> 只  祇有 一隻 一只 (臺灣) 只有 一只 一只   (大陸)
S 祇好
D 只好
S 祇有
D 只有
S 祇是
D 只是
S 祇要
D 只要
S 祇得
D 只得
S 祇管
D 只管
S 隻碗
D 只碗
S 隻字
D 只字
S 隻影
D 只影
S 隻語
D 只語
S 隻腳
D 只腳
S 隻言
D 只言
S 船隻
D 船只
S 兩隻
D 兩只
S 影隻
D 影只
S 形隻
D 形只
S 三隻手
D 三只手
S 隻身
D 只身
S 隻狗
D 只狗
S 隻眼
D 只眼
S 隻麻雀
D 只麻雀
S 隻鳥
D 只鳥
S 隻牛
D 只牛
S 隻羊
D 只羊
S 隻立
D 只立
S 隻貓
D 只貓
S 隻兔
D 只兔
S 隻手
D 只手
S 隻辭
D 只辭
S 隻日
D 只日
S 隻雞
D 只雞
S 隻鴨
D 只鴨
S 隻輪
D 只輪
S 隻婦
D 只婦
; 猺 傜 瑤 -> 瑤  猺族 傜族 瑤池 (臺灣) 瑤族 瑤族 瑤池   (大陸)
; 猺 傜 瑤 -> 瑤  猺族 傜族 瑤池 (臺灣) 瑤族 瑤族 瑤池   (大陸)
; 猺 傜 瑤 -> 瑤  猺族 傜族 瑤池 (臺灣) 瑤族 瑤族 瑤池   (大陸)
; 痳 痲 麻 -> 麻  痲瘋 麻油      (臺灣) 麻瘋 麻油        (大陸)
; 痳 痲 麻 -> 麻  痲瘋 麻油      (臺灣) 麻瘋 麻油        (大陸)
S 痲瘋
D 麻瘋
; 噹 儅 當 -> 當  叮噹 當然      (臺灣) 叮當 當然        (大陸)
; 噹 儅 當 -> 當  叮噹 當然      (臺灣) 叮當 當然        (大陸)
S 噹噹
D 當當
S 叮噹
D 叮當
; 癒 瘉 愈 -> 愈  病癒 愈加      (臺灣) 病愈 愈加        (大陸)
; 癒 瘉 愈 -> 愈  病癒 愈加      (臺灣) 病愈 愈加        (大陸)
S 癒合
D 愈合
; 巖 嵒 岩 -> 岩  巖石 岩石      (臺灣) 岩石 岩石        (大陸)
; 巖 嵒 岩 -> 岩  巖石 岩石      (臺灣) 岩石 岩石        (大陸)
S 巖穴
D 岩穴
S 巖洞
D 岩洞
; 攕 縴 纖 -> 纖  縴夫 纖維      (臺灣) 纖夫 纖維        (大陸)
; 攕 縴 纖 -> 纖  縴夫 纖維      (臺灣) 纖夫 纖維        (大陸)
S 拉縴
D 拉纖
S 縴手
D 纖手
S 縴夫
D 纖夫
; 喒 偺 咱 -> 咱  偺們 咱們      (臺灣) 咱們 咱們        (大陸)
; 喒 偺 咱 -> 咱  偺們 咱們      (臺灣) 咱們 咱們        (大陸)
; 桮 盃 杯 -> 杯  獎盃 酒杯      (臺灣) 獎杯 酒杯        (大陸)
; 桮 盃 杯 -> 杯  獎盃 酒杯      (臺灣) 獎杯 酒杯        (大陸)
; 埳 崁 坎 -> 坎  崁腳 坎坷      (臺灣) 坎腳 坎坷        (大陸)
; 埳 崁 坎 -> 坎  崁腳 坎坷      (臺灣) 坎腳 坎坷        (大陸)
S 崁頂
D 坎頂
S 崁腳
D 坎腳
; 镺 歷 歷 -> 歷  日曆 歷史      (臺灣) 日歷 歷史        (大陸)
; 镺 歷 歷 -> 歷  日曆 歷史      (臺灣) 日歷 歷史        (大陸)
S 弘曆
D 弘歷
S 曆法
D 歷法
S 曆書
D 歷書
S 曆象
D 歷象
S 曆數
D 歷數
; 鏚 慼 戚 -> 戚  慼慼 戚(姓)    (臺灣) 戚戚 戚(姓)      (大陸)
; 鏚 慼 戚 -> 戚  慼慼 戚(姓)    (臺灣) 戚戚 戚(姓)      (大陸)
S 慼氣
D 戚氣
S 慼慼
D 戚戚
; 曏 嚮 向 -> 向  嚮導 方向      (臺灣) 向導 方向        (大陸) 
; 曏 嚮 向 -> 向  嚮導 方向      (臺灣) 向導 方向        (大陸) 
S 嚮往
D 向往
S 嚮導
D 向導
; 餧 餵 喂 -> 喂  餵食 喂        (臺灣) 喂食 喂          (大陸) 
; 餧 餵 喂 -> 喂  餵食 喂        (臺灣) 喂食 喂          (大陸) 
S 餵奶
D 喂奶
S 餵給
D 喂給
S 餵養
D 喂養
; 罋 甕 瓮 -> 瓮  請君入甕       (臺灣) 請君入瓮         (大陸)
; 罋 甕 瓮 -> 瓮  請君入甕       (臺灣) 請君入瓮         (大陸)
S 甕中
D 瓮中
; 葠 蔘 參 -> 參  人蔘 參加      (臺灣) 參 人蔘 參加     (大陸)
; 葠 蔘 參 -> 參  人蔘 參加      (臺灣) 參 人蔘 參加     (大陸)
S 高麗蔘
D 高麗參
S 人蔘
D 人參
; 斲 斮 斫 -> 斫  斲鼻 斫鼻      (臺灣) 斫鼻 斫鼻        (大陸)
; 斲 斮 斫 -> 斫  斲鼻 斫鼻      (臺灣) 斫鼻 斫鼻        (大陸)
; 琖 醆 盞 -> 盞  盞             (臺灣) 盞               (大陸)
; 琖 醆 盞 -> 盞  盞             (臺灣) 盞               (大陸)
; 騃 獃 呆 -> 呆  獃頭鵝         (臺灣) 呆頭鵝           (大陸) 
; 騃 獃 呆 -> 呆  獃頭鵝         (臺灣) 呆頭鵝           (大陸) 
S 發獃
D 發呆
S 獃子
D 呆子
S 獃住
D 呆住
S 獃氣
D 呆氣
S 獃頭獃腦
D 呆頭呆腦
S 戇大獃
D 戇大呆
S 戇獃
D 戇呆
S 發獃
D 發呆
S 孝獃
D 孝呆
; 掽 踫 碰 -> 碰  碰見           (臺灣) 碰見             (大陸)
; 掽 踫 碰 -> 碰  碰見           (臺灣) 碰見             (大陸)
; 暠 皜 皓 -> 皓  皓皓           (臺灣) 皓皓             (大陸)
; 暠 皜 皓 -> 皓  皓皓           (臺灣) 皓皓             (大陸)
; 讙 懽 歡 -> 歡  歡樂           (臺灣) 歡樂             (大陸)
; 讙 懽 歡 -> 歡  歡樂           (臺灣) 歡樂             (大陸)
; 噉 啗 啖 -> 啖  啖飯           (臺灣) 啖飯             (大陸)
; 噉 啗 啖 -> 啖  啖飯           (臺灣) 啖飯             (大陸)
; 虖 謼 呼 -> 呼  呼喊           (臺灣) 呼喊             (大陸)
; 虖 謼 呼 -> 呼  呼喊           (臺灣) 呼喊             (大陸)
; 麤 粗 觕 -> 粗  粗細           (臺灣) 粗細             (大陸)
; 麤 粗 觕 -> 粗  粗細           (臺灣) 粗細             (大陸)
; 絜 潔 洁 -> 洁  純潔           (臺灣) 純洁             (大陸)
; 絜 潔 洁 -> 洁  純潔           (臺灣) 純洁             (大陸)
S 潔己
D 洁己
S 潔白
D 洁白
S 潔身
D 洁身
S 潔身自好
D 洁身自好
S 潔身自愛
D 洁身自愛
S 潔淨
D 洁淨
S 潔癖
D 洁癖
S 瑩潔
D 瑩洁
S 整潔
D 整洁
S 廉潔
D 廉洁
S 純潔
D 純洁
S 舒潔
D 舒洁
S 高潔
D 高洁
S 簡潔
D 簡洁
S 清潔
D 清洁
S 聖潔
D 聖洁
S 貞潔
D 貞洁
S 玉潔
D 玉洁
; 簆 蔻 寇 -> 寇  流寇           (臺灣) 流寇             (大陸)
; 簆 蔻 寇 -> 寇  流寇           (臺灣) 流寇             (大陸)
S 荳蔻
D 豆寇
; 膵 脺 胰 -> 胰  胰臟           (臺灣) 胰臟             (大陸)
; 拏 挐 拿 -> 拿  拿起           (臺灣) 拿起             (大陸)
;■5.二對一繁轉簡：完全無關
;
; 1)一繁體字與一繁體字，在簡體系統對應到同一簡體字。
; 2)兩個字通常同音，但形、意兩者在繁體系統「完全無關」。
; 3)兩字通常是硬湊成一起，歸簡成同一簡體字。
;
; 繁體    簡体       繁體辭彙           簡体詞匯
;====================================================================
; 弔 吊 -> 吊        弔喪 吊橋 (臺灣)   吊喪 吊橋 (大陸) 
; 弔 吊 -> 吊        弔喪 吊橋 (臺灣)   吊喪 吊橋 (大陸) 
S 弔民伐罪
D 吊民伐罪
S 弔死
D 吊死
S 弔孝
D 吊孝
S 弔床
D 吊床
S 弔兒郎當
D 吊兒郎當
S 弔客
D 吊客
S 弔架
D 吊架
S 弔胃口
D 吊胃口
S 弔唁
D 吊唁
S 弔帶
D 吊帶
S 弔桿
D 吊桿
S 弔桶
D 吊桶
S 弔喪
D 吊喪
S 弔旗
D 吊旗
S 弔膀子
D 吊膀子
S 弔影
D 吊影
S 弔慰
D 吊慰
S 弔銷
D 吊銷
S 弔橋
D 吊橋
S 弔環
D 吊環
S 弔籃
D 吊籃
S 憑弔
D 憑吊
S 上弔
D 上吊
S 慶弔
D 慶吊
S 開弔
D 開吊
S 唁弔
D 唁吊
S 半弔子
D 半吊子
; 齣 出 -> 出   eg.  一齣戲 出品        一出戲 出品     
; 齣 出 -> 出   eg.  一齣戲 出品        一出戲 出品     
S 一齣戲
D 一出戲
; 纔 才 -> 才   eg.  纔要 才能 (臺灣)   才要 才能 (大陸) 
; 纔 才 -> 才   eg.  纔要 才能 (臺灣)   才要 才能 (大陸) 
S 方纔
D 方纔
S 纔好
D 才好
S 纔有
D 才有
S 纔行
D 才行
S 纔來
D 才來
S 纔是
D 才是
S 纔要
D 才要
S 纔會
D 才會
S 纔對
D 才對
S 纔算
D 才算
; 鬱 郁 -> 郁   eg.  鬱悶 馥郁 (臺灣)   郁悶 馥郁 (大陸) 
; 鬱 郁 -> 郁   eg.  鬱悶 馥郁 (臺灣)   郁悶 馥郁 (大陸) 
S 鬱抑
D 郁抑
S 鬱金香
D 郁金香
S 鬱悶
D 郁悶
S 鬱結
D 郁結
S 鬱塞
D 郁塞
S 鬱積
D 郁積
S 鬱壘
D 郁壘
S 鬱鬱
D 郁鬱
S 鬱悒
D 郁悒
S 積鬱
D 積郁
S 蔥鬱
D 蔥郁
S 懊鬱
D 懊郁
S 陰鬱
D 陰郁
S 憂鬱
D 憂郁
S 鬱鬱
D 郁郁
S 熒鬱
D 熒郁
S 悒鬱
D 悒郁
S 悲鬱
D 悲郁
S 沈鬱
D 沈郁
S 抑鬱
D 抑郁
S 蒼鬱
D 蒼郁
S 蓊鬱
D 蓊郁
; 鬥 斗 -> 斗   eg.  鬥智 北斗 (臺灣)   斗智 北斗 (大陸) 
; 鬥 斗 -> 斗   eg.  鬥智 北斗 (臺灣)   斗智 北斗 (大陸) 
S 鬥士
D 斗士
S 鬥不過
D 斗不過
S 鬥牛士
D 斗牛士
S 鬥成
D 斗成
S 鬥志
D 斗志
S 鬥法
D 斗法
S 鬥爭
D 斗爭
S 鬥狠
D 斗狠
S 鬥氣
D 斗氣
S 鬥陣
D 斗陣
S 鬥智
D 斗智
S 鬥毆
D 斗毆
S 鬥蟋蟀
D 斗蟋蟀
S 鬥雞
D 斗雞
S 鬥豔
D 斗豔
S 決鬥
D 決斗
S 械鬥
D 械斗
S 戰鬥
D 戰斗
S 搏鬥
D 搏斗
S 格鬥
D 格斗
S 纏鬥
D 纏斗
S 拼鬥
D 拼斗
S 打鬥
D 打斗
S 奮鬥
D 奮斗
S 爭鬥
D 爭斗
; 彆 別 -> 別   eg.  彆扭 別人 (臺灣)   別扭 別人 (大陸) 
; 彆 別 -> 別   eg.  彆扭 別人 (臺灣)   別扭 別人 (大陸) 
S 彆扭
D 別扭
S 彆拗
D 別拗
S 彆氣
D 別氣
; 傑 杰 -> 杰   eg.  傑出 人杰 (臺灣)   杰出 人杰 (大陸) 
; 傑 杰 -> 杰   eg.  傑出 人杰 (臺灣)   杰出 人杰 (大陸) 
S 傑出
D 杰出
S 傑作
D 杰作
S 人傑
D 人杰
S 俊傑
D 俊杰
S 女傑
D 女杰
S 怪傑
D 怪杰
S 豪傑
D 豪杰
S 英傑
D 英杰
; 劃 划 -> 划   eg.  計劃 划船 (臺灣)   計划 划船 (大陸) 
; 劃 划 -> 划   eg.  計劃 划船 (臺灣)   計划 划船 (大陸) 
S 劃一
D 划一
S 劃分
D 划分
S 劃出
D 划出
S 劃成
D 划成
S 劃定
D 划定
S 劃法
D 划法
S 劃界
D 划界
S 劃時代
D 划時代
S 劃掉
D 划掉
S 劃清
D 划清
